TYPE,CATEGORY,QUESTION,help text,image video,is_required,correct_answers,"correct_feedback
",incorrect_feedback,correct answers texts(optional),choice 1,choice 2,choice 3,choice 4,choice 5,choice 6,choice 7,choice 8,choice 9,choice 10,choice 11,,,,
CHOICE,present simple,"If Victor___fix that bug soon, he's going to have to cancel his trip to France.",present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,doesn't,doesn't,don't,do not,didn't,to do,,,,,,,,,,
CHOICE,present simple,Irina___ amazing impressions of David. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Julia___ amazing impressions of Norm. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Karen___ amazing impressions of Doug. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Kristin___ amazing impressions of Axel. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Mary___ amazing impressions of Harry. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Mary___ amazing impressions of Sebastien. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Misha___ amazing impressions of Jason. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Sarah___ amazing impressions of Abe. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Sarah___ amazing impressions of Frank. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Viktoria___ amazing impressions of Doug. You should hear her!,present simple,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,does,does,dos,didn't,don't,can't,can,,,,,,,,,
CHOICE,present simple,Do you  ___ bread often?,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,make,make,see,hear,,,,,,,,,,,,
CHOICE,present simple,Do you  ___ everything someone gives you?,present simple is the base form of the verb.,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,try,try,leave,sink,,,,,,,,,,,,
CHOICE,present simple,Do you  ___ for fun?,present simple is the base form of the verb.,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,program,program,uploaded,apple,,,,,,,,,,,,
CHOICE,present simple,Do you  ___ money to charity groups?,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,give,give,keep,turn,,,,,,,,,,,,
CHOICE,present simple,Do you  ___ the skinny tree over there?,present simple is the base form of the verb.,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,see,see,talk,have,fork,,,,,,,,,,,
CHOICE,present simple,Do you  ___ the truth all the time or only when it is convenient?,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,tell,tell,sink,make,,,,,,,,,,,,
CHOICE,present simple,Do you  ___ time for me?,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,have,have,let,wants ,peek,,,,,,,,,,,
CHOICE,present simple,Do you ___ the neighbor's dog?,present simple is the base form of the verb.,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,hear,hear,say,get ,,,,,,,,,,,,
CHOICE,present simple,"Does he have any brothers or sisters? Yes, he ___two brothers and a sister.",present simple is the base form of the verb.,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,has,has,have,haves,,,,,,,,,,,,
CHOICE,present simple,Five times six ______ thirty.,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,is,is,are,,,,,,,,,,,,,
CHOICE,present simple,Her family __________ sitting outside enjoying the fresh air.,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,is ,is ,are,,,,,,,,,,,,,
CHOICE,present simple,How do you ___ this stuff?,present simple is the base form of the verb.,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,find,find,go,play,,,,,,,,,,,,
CHOICE,present simple,How often does he play video games? He ___ all the time!,present simple is the base form of the verb.,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,plays,plays,play,played,,,,,,,,,,,,
CHOICE,present simple,How old is he? He___nineteen years old.,present simple is the base form of the verb.,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,is,is,are,art,,,,,,,,,,,,
CHOICE,present simple,Let me introduce you to Alison. She'll show you how the machine___.,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,works,works,working,to work,,,,,,,,,,,,
CHOICE,present simple,Let me introduce you to Brad. He'll show you how the chopper___.,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,works,works,working,to work,,,,,,,,,,,,
CHOICE,present simple,Let me introduce you to Ellen. She'll show you how it___.,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,works,works,working,to work,,,,,,,,,,,,
CHOICE,present simple,Let me introduce you to Hank. He'll show you how it___.,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,works,works,working,to work,,,,,,,,,,,,
CHOICE,present simple,Let me introduce you to Kelly. She'll show you how the coffee machine___.,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,works,works,working,to work,,,,,,,,,,,,
CHOICE,present simple,Let me introduce you to Kip. He'll show you how the machine___.,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,works,works,working,to work,,,,,,,,,,,,
CHOICE,present simple,Let me introduce you to Larry. He'll show you how the system___.,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,works,works,working,to work,,,,,,,,,,,,
CHOICE,present simple,Let me introduce you to Misha. She'll show you how the copier ___.,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,works,works,working,to work,,,,,,,,,,,,
CHOICE,present simple,Let me introduce you to Paul. He'll show you how the coffee machine___.,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,works,works,working,to work,,,,,,,,,,,,
CHOICE,present simple,Let me introduce you to Paul. He'll show you how the copier ___.,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,works,works,working,to work,,,,,,,,,,,,
CHOICE,present simple,Let me introduce you to Sarah. She'll show you how the chopper___.,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,works,works,working,to work,,,,,,,,,,,,
CHOICE,present simple,Let me introduce you to Viktoria. She'll show you how the system___.,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,works,works,working,to work,,,,,,,,,,,,
CHOICE,present simple,Politics ______ a subject taught in all schools.,present simple is the base form of the verb.,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,is,is,are,,,,,,,,,,,,,
CHOICE,present simple,The number of people who own cars __________ increasing.,present simple is the base form of the verb.,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,is,is,are,,,,,,,,,,,,,
CHOICE,present simple,The Philippines __________ in the Pacific Ocean.,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,is,is,was ,be,,,,,,,,,,,,
CHOICE,present simple,We ___ because we to like to.,present simple is the base form of the verb.,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,code,code,sinks,begin,,,,,,,,,,,,
CHOICE,present simple,We ___ on the fifth floor of that building.,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,live,live,have,think,,,,,,,,,,,,
CHOICE,present simple,What does he do? He __ a student.,present simple is the base form of the verb.,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,is,is,are,as,,,,,,,,,,,,
CHOICE,present simple,What does he think about football? He ___ it!,present simple is the base form of the verb.,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,hates,hates,hats,hasn't ,halves,,,,,,,,,,,
CHOICE,present simple,When do I  ___ this?,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,use,use,become,tell,,,,,,,,,,,,
CHOICE,present simple,When do you ___ manager?,present simple is the base form of the verb.,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,become,become,report,get,,,,,,,,,,,,
CHOICE,present simple,When do you ___ they will arrive?,present simple is the base form of the verb.,,,1,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,think,think,start,work,,,,,,,,,,,,
CHOICE,present simple,When do you ___ time off?,present simple is the base form of the verb.,,,1,Keep studying!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,take,take,say,become,,,,,,,,,,,,
CHOICE,present simple,When do you ___ work?,present simple is the base form of the verb.,,,1,Your studying has paid off!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,begin,begin,use,sink,,,,,,,,,,,,
CHOICE,present simple,"When I  ___ it, I will call you.",present simple is the base form of the verb.,,,4,Well done!,Maybe it's time to hire me as your tutor? https://calendly.com/englishhelpsyourcareer/english-with-a-californian-tech-guy,fix,,show,peek,fix,,,,,,,,,,,
